open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1767117600000,12.427,12.46,12.384,12.418,278038.67,1767121199999,3454793.89748,12953,126552.29,1572698.57042,0
1767121200000,12.419,12.434,12.335,12.418,394752.81,1767124799999,4889214.76586,16460,193718.67,2399459.40226,0
1767124800000,12.417,12.421,12.346,12.35,246189.99,1767128399999,3047804.55515,12185,117775.22,1458095.13327,0
1767128400000,12.35,12.381,12.335,12.381,264168.43,1767131999999,3265157.22532,10878,156333.33,1932436.44364,0
1767132000000,12.381,12.414,12.353,12.397,233250.31,1767135599999,2888196.25719,13094,134749.57,1668694.31440,0
1767135600000,12.397,12.425,12.38,12.409,266345.71,1767139199999,3304547.66521,11961,139349.44,1728803.72577,0
1767139200000,12.409,12.412,12.35,12.361,396596.02,1767142799999,4909129.04127,15645,201951.51,2499813.02976,0
1767142800000,12.36,12.464,12.351,12.418,476555.63,1767146399999,5921081.91271,22489,239286.47,2972822.30594,0
1767146400000,12.418,12.435,12.392,12.416,314288.34,1767149999999,3900734.52391,11932,153929.87,1910670.18700,0
1767150000000,12.417,12.434,12.363,12.388,403002.94,1767153599999,4994741.30885,14177,206541.98,2560294.01776,0
1767153600000,12.389,12.418,12.361,12.381,340379.52,1767157199999,4217442.96002,12303,141848.46,1757485.30355,0
1767157200000,12.382,12.411,12.374,12.377,270337.62,1767160799999,3350076.93792,8702,136304.83,1689333.89261,0
1767160800000,12.377,12.4,12.363,12.366,214778.46,1767164399999,2658175.77740,7873,97266.55,1203845.61263,0
1767164400000,12.365,12.426,12.316,12.412,779040.02,1767167999999,9637402.65826,18913,382425.75,4731955.85491,0
1767168000000,12.412,12.442,12.369,12.372,467658.29,1767171599999,5805016.62143,12309,250135.92,3105549.03169,0
1767171600000,12.372,12.426,12.371,12.415,261143.48,1767175199999,3238852.90200,9062,129065.72,1600624.49630,0
1767175200000,12.415,12.42,12.383,12.404,226210.02,1767178799999,2805356.71524,8301,111950.27,1388330.72175,0
1767178800000,12.405,12.478,12.399,12.467,573840.68,1767182399999,7143375.37733,16070,245654.76,3057622.35570,0
1767182400000,12.467,12.479,12.402,12.434,542672.19,1767185999999,6753128.72133,17133,257244.84,3200849.96750,0
1767186000000,12.433,12.481,12.419,12.456,261640.36,1767189599999,3256765.47627,11100,139864.22,1740949.57196,0
1767189600000,12.456,12.55,12.402,12.442,689090.82,1767193199999,8596976.13352,25768,334808.12,4177328.12798,0
1767193200000,12.441,12.446,12.32,12.388,808408.35,1767196799999,10007745.97289,26699,399727.08,4949850.17599,0
1767196800000,12.389,12.41,12.18,12.28,1476679.13,1767200399999,18150658.27211,38435,675372.05,8306754.42577,0
1767200400000,12.28,12.294,12.235,12.271,687205.86,1767203999999,8426532.20876,23009,312333.53,3829682.90500,0
